Wall time,Step,Value
1715673779.502804,1,0.18435980379581451
1715673833.636062,2,0.2706645131111145
1715673887.4374657,3,0.31401944160461426
1715673941.2627444,4,0.3253646790981293
1715673995.634385,5,0.3715559244155884
1715674049.9324105,6,0.4027552604675293
1715674104.1194146,7,0.37925446033477783
1715674158.3523068,8,0.46758508682250977
1715674212.7193346,9,0.5247163772583008
1715674266.9290266,10,0.47690436244010925
1715674321.0439947,11,0.4789302945137024
1715674375.0902388,12,0.5405186414718628
1715674429.2285478,13,0.5206645131111145
1715674483.4726398,14,0.5482171773910522
1715674537.679152,15,0.6085899472236633
1715674592.8313754,16,0.5652350187301636
1715674647.5803518,17,0.6187196373939514
1715674701.8757703,18,0.5721231698989868
1715674755.9339046,19,0.6264181733131409
1715674810.411044,20,0.5834683775901794
1715674864.9083238,21,0.6292544603347778
1715674919.1177254,22,0.607374370098114
1715674973.1766138,23,0.6393840909004211
1715675027.325019,24,0.6183144450187683
1715675081.2630653,25,0.6179092526435852
1715675135.4412062,26,0.6470826864242554
1715675189.4582212,27,0.623176634311676
1715675243.382337,28,0.6296596527099609
1715675297.8638654,29,0.6507293581962585
1715675352.139237,30,0.6462723016738892
1715675406.3162615,31,0.5830631852149963
1715675461.0489213,32,0.65153968334198
1715675515.2298744,33,0.6588330864906311
1715675570.199047,34,0.6722041964530945
1715675624.580163,35,0.7042139172554016
1715675678.8612158,36,0.6588330864906311
1715675732.8365085,37,0.6154780983924866
1715675786.8088024,38,0.6568071246147156
1715675840.6752079,39,0.6543760299682617
1715675894.4825692,40,0.6482982039451599
1715675948.440711,41,0.6292544603347778
1715676002.447444,42,0.6774716377258301
1715676056.4754224,43,0.6847649812698364
1715676110.4656632,44,0.6786872148513794
1715676164.581812,45,0.6713938117027283
1715676218.8900092,46,0.6997568607330322
1715676272.9704964,47,0.692868709564209
1715676327.066218,48,0.7066450715065002
1715676381.4008927,49,0.7127228379249573
1715676435.4504836,50,0.6932739019393921
1715676489.621424,51,0.6527552604675293
1715676543.5619974,52,0.705834686756134
1715676597.483988,53,0.6851701736450195
1715676651.6441562,54,0.7188006639480591
1715676705.670598,55,0.7074554562568665
1715676759.5481586,56,0.7240680456161499
1715676813.5348554,57,0.7102917432785034
1715676867.8141675,58,0.6904376149177551
1715676921.9564383,59,0.6977309584617615
1715676975.9353757,60,0.6985413432121277
1715677030.283397,61,0.7483792304992676
